"nomor_order_receipt";"nomor_po";"tanggal_order";"custid";"status_order";"order_created_by";"tanggal_sp";"tanggal_do";"sales_val_do";"tanggal_receive";"cust_receive";"keterangan_order";"keterangan_sp";"keterangan_do";"keterangan_receive";"several_address"
"ORD2112-0029";"-";"2021-12-06";"TPRTUJUH";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0030";"-";"2021-12-06";"TTGMULYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0031";"-";"2021-12-06";"TMLYANUA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0032";"-";"2021-12-06";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0033";"-";"2021-12-06";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0034";"-";"2021-12-06";"TGRMUHARIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0035";"487/PEM/XII/2021";"2021-12-06";"BTGBAHTE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0036";"4200152235";"2021-12-07";"BTGPROPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0037";"-";"2021-12-07";"TGRHARYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0038";"202193";"2021-12-07";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0039";"BHN/06/XII/21";"2021-12-07";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0040";"PO2112070001";"2021-12-07";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0041";"-";"2021-12-07";"TLMELLA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0042";"211212";"2021-12-07";"TSBNELLY";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0043";"-";"2021-12-07";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0044";"-";"2021-12-07";"BBKIRVAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0045";"-";"2021-12-08";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0046";"-";"2021-12-08";"TJBKHOIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0047";"-";"2021-12-09";"TJBIMAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0048";"-";"2021-12-09";"TSBNIAGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0049";"PO2112100001";"2021-12-10";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0050";"-";"2021-12-10";"TPBEDIHAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0051";"-";"2021-12-10";"TJBSAHRUL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0052";"-";"2021-12-10";"TPBARIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0053";"-";"2021-12-10";"TPBYUSUF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0054";"-";"2021-12-10";"TPBLINDU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0055";"-";"2021-12-10";"TSBWATSON";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0056";"PO004/A/012/2021";"2021-12-10";"TSDARTHA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0057";"004/DSGM/XII/2021";"2021-12-10";"TBJGOA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0058";"354/PO/BISMA/XII/2021";"2021-12-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0059";"355/PO/BISMA/XII/2021";"2021-12-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0060";"356/PO/BISMA/XII/2021";"2021-12-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0061";"357/PO/BISMA/XII/2021";"2021-12-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0062";"358/PO/BISMA/XII/2021";"2021-12-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0063";"-";"2021-12-11";"TGRBAJA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0064";"-";"2021-12-11";"TMJPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0065";"-";"2021-12-20";"TNGHOSANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0066";"-";"2021-12-20";"TPRTUJUH";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0067";"-";"2021-12-20";"TKDMURYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0068";"LS008/SJ/DSGM/XII/21";"2021-12-20";"TSDLIGSO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0069";"B/03/XI/21";"2021-12-20";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0070";"0122/12/l/21";"2021-12-20";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0071";"POB-2021-00317";"2021-12-20";"TSBARJUNA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0072";"-";"2021-12-20";"TSDBERRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0073";"400/PS/XII/2021";"2021-12-20";"TSDHISAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0074";"-";"2021-12-20";"TMLDARMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0075";"211738";"2021-12-20";"BJTDANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0076";"25/BFNM/XII/LBK/2021";"2021-12-20";"TDPBALIFO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0077";"-";"2021-12-20";"TJBIMAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0078";"-";"2021-12-20";"TSDKANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0079";"018/XII/21";"2021-12-20";"BJTDONG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0080";"-";"2021-12-20";"TGRTRESNA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0081";"027/IPJ/XII/2021";"2021-12-20";"TJTINDOP";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0082";"-";"2021-12-20";"TKDPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0083";"-";"2021-12-20";"TSDYUNITA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0084";"POL-2112-00390-1";"2021-12-20";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0085";"2112 11";"2021-12-20";"TSDSUNMO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0086";"DSGM 12211";"2021-12-20";"TSDOSCAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0087";"PO2112140001";"2021-12-20";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0088";"-";"2021-12-20";"BPKBAMSU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0089";"-";"2021-12-20";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0090";"-";"2021-12-20";"TSDFIDES";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0091";"-";"2021-12-20";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0092";"-";"2021-12-20";"BBKPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0093";"202196";"2021-12-20";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0094";"SBY 151221-0009";"2021-12-20";"TMRDEPO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0095";"PO2112210001";"2021-12-21";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0096";"-";"2021-12-21";"TPBFARMINDO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0097";NULL;"2021-12-21";"TSBNIAGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0098";"042/AFM/DSGM/XII/2021";"2021-12-21";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0099";"-";"2021-12-21";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0100";"PO/21/12/004969";"2021-12-21";"BJTKONISHI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0101";"-";"2021-12-21";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0102";"-";"2021-12-21";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0103";"030/POD/XII/21";"2021-12-22";"TSDDWIAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0104";"21.12,087/AKPS-DSGM";"2021-12-22";"BJTANTAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0105";"-";"2021-12-23";"TSBJANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0106";"2021100";"2021-12-23";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0107";"-";"2021-12-23";"TJBIMAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0108";"-";"2021-12-23";"TBWSABAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0109";"480/PO/I.KAS/XII/2021";"2021-12-24";"TJBLAUTAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0110";"PORM-2021.12-000018";"2021-12-24";"TSDINKRAFT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0111";"PORM-2021.12-000020";"2021-12-24";"TSDINKRAFT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0112";"PORM-2021.12-000109";"2021-12-24";"TSDINTERA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0113";"PO2101550-1";"2021-12-24";"BJTMOWIL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0114";"PO2101551-1";"2021-12-24";"BJTMOWIL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0115";"456/XII/SSA-2/2021/S";"2021-12-24";"TPSPTSAKARI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0116";"-";"2021-12-24";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0117";"-";"2021-12-24";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0118";"PO2112270001";"2021-12-27";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0119";"21120058";"2021-12-27";"TSDGLOMIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0120";"-";"2021-12-27";"TBWWILLI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0121";"-";"2021-12-27";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0122";"PO2112270001";"2021-12-27";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0123";"-";"2021-12-27";"TBLOSYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0124";"-";"2021-12-30";"TMJGRAHA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0125";"-";"2021-12-30";"TPBJEMI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0126";"-";"2021-12-30";"TPBFAUZI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0127";"-";"2021-12-30";"TPSWAHYU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2112-0128";"-";"2021-12-30";"TSBCAHYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0001";"PORM-2021.12-000154";"2022-01-03";"TSDINTREND";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0002";"-";"2022-01-03";"TGRBAJA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0003";"190015802";"2022-01-03";"TSBSIBAEL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0004";"-";"2022-01-03";"TMLBAMBA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0005";"-";"2022-01-03";"TSBJANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0006";"-";"2022-01-03";"TPJSHOB";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0007";NULL;"2022-01-03";"TPBSUPRI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0008";"-";"2022-01-03";"TPBAINUN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0009";"-";"2022-01-03";"TPBEDIHAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0010";"-";"2022-01-03";"TJBSAHRUL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0011";"-";"2022-01-03";"TPBARIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0012";"-";"2022-01-03";"TPBYUSUF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0013";"-";"2022-01-03";"TPBLINDU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0014";"-";"2022-01-03";"TBLOSYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0015";"-";"2022-01-03";"TPBJEMI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0016";"-";"2022-01-03";"TGRKASPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0017";"001/PO/BISMA/I/2022";"2022-01-03";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0018";"002/PO/BISMA/I/2022";"2022-01-03";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0019";"003/PO/BISMA/I/2022";"2022-01-03";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0020";"004/PO/BISMA/I/2022";"2022-01-03";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0021";"PO2201040001";"2022-01-04";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0022";"-";"2022-01-04";"TSBTIMOTHEUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0023";"-";"2022-01-04";"TMKINTRACO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0024";"-";"2022-01-04";"TSDPOLY";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0025";"-";"2022-01-04";"TBJINSA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0026";"-";"2022-01-04";"TSBANAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0027";"-";"2022-01-05";"TJBIMAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0028";"-";"2022-01-05";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0029";"-";"2022-01-05";"TBWWILLI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0030";"PUR/22/I/0013";"2022-01-05";"BJTPRIMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0031";"-";"2022-01-05";"TPTPADIY";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0032";"-";"2022-01-06";"TJRTIMUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0033";"-";"2022-01-06";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0034";"-";"2022-01-06";"TGRMUHARIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0035";"22010012";"2022-01-06";"TSDGLOMIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0036";"-";"2022-01-06";"TSBLANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0037";"002/I/OWS/2022";"2022-01-06";"BTGORIENTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0038";"043/AFM/DSGM/I/2022";"2022-01-06";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0039";"BHN/73/XII/21";"2022-01-06";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0040";"B/02/XII/21";"2022-01-06";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0041";"208000939";"2022-01-07";"TSDPREMIERE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0042";"-";"2022-01-07";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0043";"077/I/SSA-2/2022/S";"2022-01-07";"TPSPTSAKARI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0044";"PO-01-2022-005";"2022-01-07";"TLMALBASIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0045";"PO-01-2022-006";"2022-01-07";"TLMALBASIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0046";"-";"2022-01-10";"TPRTUJUH";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0047";"-";"2022-01-10";"TSBCAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0048";"-";"2022-01-10";"TTGEMPAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0049";"-";"2022-01-10";"TMLANDREAS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0050";"-";"2022-01-10";"TKDMURYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0051";"-";"2022-01-10";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0052";"-";"2022-01-10";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0053";"-";"2022-01-10";"TSUSUMIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0054";"PO2201100001";"2022-01-10";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0055";"-";"2022-01-11";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0056";"PO2201110001";"2022-01-11";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0057";"014/PO/BISMA/I/2022";"2022-01-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0058";"015/PO/BISMA/I/2022";"2022-01-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0059";"016/PO/BISMA/I/2022";"2022-01-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0060";"017/PO/BISMA/I/2022";"2022-01-11";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0061";"PO004/A/001/2022";"2022-01-11";"TSDARTHA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0062";"-";"2022-01-11";"TSBOLOAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0063";"-";"2022-01-11";"TSMMAKMU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0064";"-";"2022-01-11";"TGRDUBANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0065";"01/BFNM/I/LBK/2022";"2022-01-11";"TDPBALIFO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0066";"004/KLS/PO/I/22";"2022-01-12";"TMDKENCANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0067";"029/IPJ/I/2022";"2022-01-12";"TJTINDOP";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0068";"-";"2022-01-12";"TPBHANDOKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0069";"-";"2022-01-12";"TPLORI99";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0070";"2022002";"2022-01-17";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0071";"-";"2022-01-17";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0072";"-";"2022-01-17";"TGRTRESNA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2201-0073";"-";"2022-01-17";"TSMPANAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
