"nomor_order_receipt";"nomor_po";"tanggal_order";"custid";"status_order";"order_created_by";"tanggal_sp";"tanggal_do";"sales_val_do";"tanggal_receive";"cust_receive";"keterangan_order";"keterangan_sp";"keterangan_do";"keterangan_receive";"several_address"
"ORD2007-0002";"0";"2020-07-22";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2007-0003";NULL;"2020-07-22";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0001";"-";"2020-08-18";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0003";"-";"2020-08-18";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0004";"-";"2020-08-18";"TMJPRES";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0005";"po2008180002";"2020-08-18";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0007";"-";"2020-08-18";"TSDFIDES";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0008";"-";"2020-08-18";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0009";"ppo3.2008-0007";"2020-08-19";"TSDGOLDE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0010";"PPO3.2008-0008";"2020-08-19";"TSDGOLDE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0011";"-";"2020-08-21";"TSBPRASE";"2";"2";NULL;NULL;NULL;NULL;NULL;"kirim tgl 24 dan 25 agustus 2020 @8000 kg";NULL;NULL;NULL;"0"
"ORD2008-0012";"PA-2008-000036";"2020-08-21";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;"MESH 1200 SAJA YG DIBUAT DULU . MESH 800 NYA MENYUSUL";NULL;NULL;NULL;"0"
"ORD2008-0013";"016/AFM/DSGM/VIII/2020";"2020-08-21";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0014";"-";"2020-08-21";"TMLANPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0015";"-";"2020-08-21";"TMLTRITO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0016";"00011/SNA VIII/2020";"2020-08-21";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0017";"PF-2007-000007";"2020-08-21";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0018";"POL-2008-00131-3";"2020-08-21";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0019";"-";"2020-08-21";"TTGEMPAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0020";"-";"2020-08-24";"TSBRONI";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 2";NULL;NULL;NULL;"0"
"ORD2008-0021";"-";"2020-08-24";"TSBJANG";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2008-0022";"-";"2020-08-24";"TPWYANI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0023";"-";"2020-08-24";"TMLMIFTA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2008-0024";"-";"2020-08-24";"TKDMURYA";"2";"2";NULL;NULL;NULL;NULL;NULL;"mesh 800 unit 2";NULL;NULL;NULL;"0"
"ORD2008-0025";"-";"2020-08-25";"TSBNIAGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0026";"PPOO.2008-0024";"2020-08-25";"TSDMUSTI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0027";"0000014";"2020-08-25";"TGRSUPER";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0028";"-";"2020-08-25";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0029";"-";"2020-08-25";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0030";"184/PBF/VIII/20";"2020-08-25";"TMJPANEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0031";"-";"2020-08-25";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;"MESH 800 UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0032";"-";"2020-08-25";"TMLANDREAS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0033";"-";"2020-08-25";"TSMMAKMU";"2";"2";NULL;NULL;NULL;NULL;NULL;"diambil bertahap @ 7600 kg";NULL;NULL;NULL;"0"
"ORD2008-0034";"005/VIII-IA/20";"2020-08-25";"TSDIASRI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0035";"po200826001";"2020-08-26";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;"kirim @ 8.000 kg  -  tgl 27 dan 28 agustus 2020";NULL;NULL;NULL;"0"
"ORD2008-0036";"00002092";"2020-08-26";"TMLSAHA";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0037";"-";"2020-08-26";"TSDDELTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0038";"-";"2020-08-26";"TSBLAUT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0039";"-";"2020-08-26";"BSAJOHNY";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0040";"-";"2020-08-26";"TSDKANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0041";"-";"2020-08-26";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0042";"-";"2020-08-27";"TTGEMPAT";"2";"2";NULL;NULL;NULL;NULL;NULL;"kirim bertahap @ 20.000 kg  AA unit 2";NULL;NULL;NULL;"0"
"ORD2008-0043";"-";"2020-08-27";"TMLANPA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2008-0044";"-";"2020-08-27";"TMLFARID";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0045";"-";"2020-08-27";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0046";"-";"2020-08-27";"TSBCAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0047";"-";"2020-08-27";"TSBCAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0048";"-";"2020-08-27";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0049";"-";"2020-08-27";"TMJSEGERSOE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0051";"-";"2020-08-27";"TSDDAVTJA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0052";"2008 85";"2020-08-27";"TSDSUNMO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0053";"014/VIII/20";"2020-08-28";"BJTDONG";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1 PAKAI ZAK NYA DONGJIN";NULL;NULL;NULL;"0"
"ORD2008-0054";"00014/SNA VIII/2020";"2020-08-28";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0055";"-";"2020-08-28";"TMLFARID";"2";"2";NULL;NULL;NULL;NULL;NULL;"KIRIM TGL 2/9 DAN 7/9 @ 15.000 KG";NULL;NULL;NULL;"0"
"ORD2008-0056";"-";"2020-08-28";"TMLFARID";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0057";"-";"2020-08-31";"TSBRUDJU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0058";"-";"2020-08-31";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2008-0059";"-";"2020-08-31";"BBGASEP";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0060";"-";"2020-08-31";"TMJPRES";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1 .";NULL;NULL;NULL;"0"
"ORD2008-0061";"-";"2020-08-31";"BBGDENI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0062";"-";"2020-08-31";"BBGSYAIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0063";"-";"2020-08-31";"BBKMAKSU";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0064";"-";"2020-08-31";"BBGCANWI";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2008-0065";"-";"2020-08-31";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2008-0066";"0021A/VIII/2020";"2020-08-31";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2009-0001";"-";"2020-09-01";"TPSJAYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0002";"-";"2020-09-01";"TGRKASPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0003";"PUR/20/IX/639";"2020-09-01";"BJTPRIMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0004";"-";"2020-09-01";"TJBKUSTI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0005";"-";"2020-09-01";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0006";"-";"2020-09-01";"BPKBAMSU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0007";"po2009010001";"2020-09-01";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0008";"-";"2020-09-01";"TSBDJOKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0009";"-";"2020-09-02";"TSBINDOS";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2009-0010";"-";"2020-09-02";"TTGMULYA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0011";"PO2000703-1";"2020-09-02";"BJTMOWIL";"2";"2";NULL;NULL;NULL;NULL;NULL;"KIRIM TGL 4 , 9, 15, 22, 26 SEPT @ 18.000 KG";NULL;NULL;NULL;"0"
"ORD2009-0012";"4200125446";"2020-09-02";"BTGPROPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0013";"PN03-2009-0001";"2020-09-02";"TSDGOLDE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0014";"38708";"2020-09-02";"BJTDANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0015";"-";"2020-09-02";"TGRSENT";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2009-0016";"PA-2009-000008";"2020-09-03";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0017";"-";"2020-09-03";"TSDDELTA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2 - kirim bertahap @ 8.000 kg";NULL;NULL;NULL;"0"
"ORD2009-0018";NULL;"2020-09-04";"TGRJALI";"2";"2";NULL;NULL;NULL;NULL;NULL;"BERTAHAP KIRIMNYA @ 8.000 KG";NULL;NULL;NULL;"0"
"ORD2009-0019";"017/AFM/DSGM/IX/2020";"2020-09-04";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0020";"-";"2020-09-04";"TMLMIFTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0021";"PO2000734-1";"2020-09-04";"BJTMOWIL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0022";"POL-2009-00112-1";"2020-09-04";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0023";NULL;"2020-09-04";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;"KIRIM TGL 2 DAN 9 SEPT 2020";NULL;NULL;NULL;"0"
"ORD2009-0024";"-";"2020-09-04";"TDPYUDHIS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0025";"PO/20/09/002835";"2020-09-05";"BJTLEMI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0026";"-";"2020-09-05";"TPLORI99";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0027";"000 3A/IX/2020";"2020-09-05";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0028";"-";"2020-09-05";"TMLANDREAS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0029";"-";"2020-09-07";"TMLMIFTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0030";"202013";"2020-09-07";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0031";"-";"2020-09-07";"TNTMARGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0032";"-";"2020-09-07";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 2";NULL;NULL;NULL;"0"
"ORD2009-0033";"-";"2020-09-07";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0034";"-";"2020-09-07";"TKDPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0035";"-";"2020-09-08";"TSBCAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0036";"PO2009080001";"2020-09-08";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0037";"PO003/A/009/2020";"2020-09-08";"TSDARTHA";"2";"2";NULL;NULL;NULL;NULL;NULL;"kirimnya bertahap @ 10.000 kg";NULL;NULL;NULL;"0"
"ORD2009-0038";"PO2009080001";"2020-09-08";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0039";"-";"2020-09-08";"TGRDUBANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0040";"-";"2020-09-09";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;"KIRIM BERTAHAP @15.000 kg";NULL;NULL;NULL;"0"
"ORD2009-0041";"-";"2020-09-09";"TPRGONDO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0042";"-";"2020-09-09";"TKDMURYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0043";"-";"2020-09-09";"TSBANAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0044";NULL;"2020-09-09";"TTGMULYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0045";"-";"2020-09-10";"TSBSUMBER";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0046";"PA-2009-000039";"2020-09-10";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0047";"0000013";"2020-09-10";"TGRSUPER";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2009-0048";"-";"2020-09-10";"TSBPRASE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0049";"-";"2020-09-10";"TPRGONDO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0050";"PP00.2009-0023";"2020-09-10";"TSDMUSTI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0051";"-";"2020-09-11";"TJBKHOIR";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0052";"-";"2020-09-11";"TJBKUSTI";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0053";"-";"2020-09-11";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;"bertahap";NULL;NULL;NULL;"0"
"ORD2009-0054";"-";"2020-09-11";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2009-0055";"-";"2020-09-11";"BBKPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0056";NULL;"2020-09-11";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0057";"0014A/IX/2020";"2020-09-14";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0058";"4200127560";"2020-09-14";"BTGPROPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0059";"4200127594";"2020-09-14";"BTGPROPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0060";"-";"2020-09-14";"TMACENT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0061";NULL;"2020-09-14";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0062";"052/PO/BISMA/IX/2020";"2020-09-15";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0063";"PO2009150001";"2020-09-15";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0064";"-";"2020-09-16";"TSDSEWAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0065";"-";"2020-09-16";"TSDFRANXIS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0066";"2009/0047/AKPS-DSGM";"2020-09-16";"BJTANTAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0067";"202014";"2020-09-16";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0068";"-";"2020-09-17";"TGRTRESNA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0069";"-";"2020-09-17";"TSBRONI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0070";"-";"2020-09-17";"TMLCECEP";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0071";"-";"2020-09-17";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 1";NULL;NULL;NULL;"0"
"ORD2009-0072";"-";"2020-09-18";"TSBNAVIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0073";"PA-2009-000057";"2020-09-18";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0074";"346/PEM/IX/2020";"2020-09-18";"BTGBAHTE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0075";"PF-2009-000006";"2020-09-18";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0076";"-";"2020-09-18";"TMJPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0077";"-";"2020-09-19";"TPCBAMBA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0078";"-";"2020-09-19";"TSBPERTU";"2";"2";NULL;NULL;NULL;NULL;NULL;"kirim bertahap";NULL;NULL;NULL;"0"
"ORD2009-0079";"-";"2020-09-19";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0080";"-";"2020-09-19";"TSBAHDA";"2";"2";NULL;NULL;NULL;NULL;NULL;"unit 2";NULL;NULL;NULL;"0"
"ORD2009-0081";"0024A/IX/2020";"2020-09-21";"TGMTARMUJI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0082";"-";"2020-09-21";"TTGMULYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0083";"PO2009210001";"2020-09-21";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0084";"019555/X/021";"2020-09-21";"TMLMIFTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0085";"PP03-2009-0025";"2020-09-22";"TSDGOLDE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0086";"-";"2020-09-22";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0087";"-";"2020-09-22";"TSDLATIF";"2";"2";NULL;NULL;NULL;NULL;NULL;"bertahap";NULL;NULL;NULL;"0"
"ORD2009-0088";"-";"2020-09-22";"TMLAHMAD";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0089";"-";"2020-09-22";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0090";"-";"2020-09-25";"TSDREKAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0091";"-";"2020-09-25";"TJBIMAM";"2";"2";NULL;NULL;NULL;NULL;NULL;"UNIT 1";NULL;NULL;NULL;"0"
"ORD2009-0092";"PO2009-0231";"2020-09-25";"TSDLIGHT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0093";"-";"2020-09-25";"TPBEDIHAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0094";"-";"2020-09-25";"TJBSAHRUL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0095";"-";"2020-09-25";"TPBARIF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0096";"-";"2020-09-25";"TPBYUSUF";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0097";"-";"2020-09-25";"TPBLINDU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0098";"-";"2020-09-25";"TBLOSYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0099";"-";"2020-09-25";"TPBJEMI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0100";"PO2009250001";"2020-09-25";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0101";"-";"2020-09-25";"TSBBENYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0102";"-";"2020-09-25";"TPLORI99";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0103";"-";"2020-09-25";"TSBANAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0104";"PA-2009-000088";"2020-09-25";"TGRBRIDGE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0105";"018/AFM/DSGM/IX/2020";"2020-09-25";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2009-0107";"38777";"2020-09-25";"BJTDANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
